1.10419 727.901698 0.312698 0.526838
1.217581 777.484274 1.312698 1.070593
1.326026 809.996567 2.312698 802.884069
1.426463 758.288826 3.312698 833.193029
1.533861 817.888998 4.312698 797.516965
1.645152 792.158878 5.312698 1025.166122
1.753069 720.554273 6.312698 1530.502097
1.863415 796.044471 7.312698 1665.437886
1.976692 783.913557 8.312698 1530.781645
2.082045 1313.680558 9.312698 1664.241596
2.185375 1584.048722 10.312698 1513.908178
2.288918 1586.978616 11.312698 1622.719576
2.390753 1495.75781 12.312698 1444.331598
2.491267 1637.97048 13.312698 1679.629067
2.594313 1481.280377 14.312698 1576.347205
2.698772 1569.998207 15.312698 1521.276992
2.79988 1628.363835 16.312698 1556.275289
2.905334 1549.105908 17.312698 1623.843876
3.017401 1576.204621 18.312698 1628.062671
3.121961 1580.715878 19.312698 1641.542539
3.233275 1479.057019 20.312698 1652.783287
3.339508 1650.715151 21.312698 1546.852275
3.443001 1590.835381 22.312698 1549.709318
3.553202 1591.269289 23.312698 1604.008941
3.653345 1640.861493 24.312698 1632.606547
3.75899 1543.272981 25.312698 1564.089565
3.859314 1527.84733 26.312698 1591.200376
3.967009 1519.849397 27.312698 1512.451258
4.076491 1503.816537 28.312698 1425.249944
4.179727 1594.778951 29.312698 816.33642
4.282592 1584.991838 30.312698 811.637296
4.384445 1508.061058 31.312698 1383.361517
4.488386 1684.030327 32.312698 1538.640084
4.588619 1519.662226 33.312698 1584.857831
4.688944 1521.458303 34.312698 1585.288509
4.791267 1704.403286 35.312698 1673.94067
4.894544 1484.167971 36.312698 1535.973404
4.997139 1595.390818 37.312698 1570.213412
5.109252 1572.707965 38.312698 1548.955154
5.216913 1637.722364 39.312698 1614.821159
5.326621 1604.266942 40.312698 1572.458391
5.428378 1509.478894 41.312698 1664.004346
5.52982 1610.36982 42.312698 1539.622043
5.633169 1489.330974 43.312698 1655.783324
5.734572 1617.306952 44.312698 1588.910657
5.844878 1592.663247 45.312698 1567.815153
5.947458 1601.867931 46.312698 1557.535341
6.048678 1501.669674 47.312698 1648.754857
6.149623 1618.322101 48.312698 1660.95189
6.258046 1623.26418 49.312698 1629.243787
6.358238 1643.242329 50.312698 1595.435445
6.458329 1525.015073 51.312698 1591.874934
6.560642 1590.417244 52.312698 1533.7351
6.666299 1659.71343 53.312698 1672.827473
6.7696 1590.681595 54.312698 1541.005256
6.870667 1619.525621 55.312698 1445.500865
6.972997 1605.778787 56.312698 1645.193996
7.073542 1511.76391 57.312698 1589.570158
7.174013 1528.792645 58.312698 1661.017158
7.279089 1563.820875 59.312698 1551.071962
7.384986 1554.721288 60.312698 1581.532282
7.492378 1530.094867 61.312698 1647.589562
7.602655 1595.982173 62.312698 1513.059552
7.714847 1577.303276 63.312698 1661.295653
7.815017 1520.60656 64.312698 1499.928656
7.915163 1637.606736 65.312698 1591.212853
8.019571 1573.830328 66.312698 1648.891372
8.121051 1619.243327 67.312698 1543.054586
8.221163 1631.762554 68.312698 1618.273545
8.328307 1524.675106 69.312698 1571.747563
8.429 1528.617822 70.312698 1660.246761
8.529911 1618.843128 71.312698 1457.940682
8.631544 1511.315964 72.312698 1595.930362
8.736702 1556.515388 73.312698 1550.907942
8.840173 1591.181699 74.312698 1552.22645
8.941665 1619.043897 75.312698 1613.512013
9.045323 1478.7008 76.312698 1528.881513
9.151879 1539.094083 77.312698 1670.40367
9.255808 1584.163446 78.312698 1550.646124
9.355846 1626.591264 79.312698 1570.368967
9.455863 1529.34044 80.312698 1647.627417
9.567062 1494.971262 81.312698 1548.582306
9.667729 1635.485083 82.312698 1641.626359
9.76876 1501.33111 83.312698 1550.966119
9.871801 1597.799416 84.312698 1532.226094
9.971827 1519.61341 85.312698 1537.79378
10.081508 1607.564598 86.312698 1659.709065
10.192193 1595.881916 87.312698 1659.78974
10.302182 1600.157165 88.312698 1564.610769
10.412951 1378.012599 89.312698 1521.899643
10.516473 842.327595 90.312698 1630.944516
10.622203 827.774052 91.312698 1514.098257
10.731665 805.388738 92.312698 1662.30669
10.842398 1027.342816 93.312698 1616.15775
10.942663 1629.279054 94.312698 1677.793584
11.047711 1573.367683 95.312698 1517.667299
11.158833 1493.138954 96.312698 1612.266734
11.264701 1653.384959 97.312698 1669.091959
11.36473 1645.917878 98.312698 1433.440576
11.47395 1501.553178 99.312698 1678.572396
11.581467 1639.931148 100.312698 1548.831618
11.686132 1566.907944 101.312698 1553.156791
11.786206 1638.77441 102.312698 1557.634223
11.897444 1485.831565 103.312698 1532.917334
12.00893 1584.411898 104.312698 1507.853306
12.113749 1567.658907 105.312698 1667.825855
12.215385 1709.622372 106.312698 1640.815385
12.317257 1613.003272 107.312698 1493.274221
12.42485 1524.263298 108.312698 1451.37522
12.530477 1657.151411 109.312698 1546.773375
12.63846 1524.690301 110.312698 1635.457648
12.740121 1520.336044 111.312698 1612.308241
12.84135 1626.417156 112.312698 1651.26669
12.941498 1511.366125 113.312698 1528.27132
13.042516 1511.014937 114.312698 1521.732669
13.147685 1667.41085 115.312698 1650.965375
13.248718 1517.132272 116.312698 1555.106662
13.349706 1623.956753 117.312698 1556.917368
13.450906 1617.380916 118.312698 1489.162101
13.552998 1600.132963 119.312698 1565.194432
13.661899 1511.835665 120.312698 1623.855422
13.768811 1640.225666 121.312698 1569.965616
13.871712 1593.761969 122.312698 1538.627373
13.972761 1513.713651 123.312698 1449.10717
14.082142 1606.130797 124.312698 1348.672017
14.182228 1641.78675 125.312698 1650.495576
14.291707 1500.927653 126.312698 1517.221402
14.39388 1605.125125 127.312698 1542.699468
14.501894 1629.424428 128.312698 1610.371296
14.608926 1441.058969 129.312698 1571.253454
14.7107 1617.709358 130.312698 1554.906434
14.811215 1634.770047 131.312698 1570.412003
14.921374 1491.663677 132.312698 1630.100572
15.023366 1611.106738 133.312698 1659.266765
15.125529 1602.14247 134.312698 1561.700598
15.226095 1611.686862 135.312698 1649.612695
15.327013 1631.412782 136.312698 1521.133301
15.432104 1560.561327 137.312698 1633.938256
15.539078 1542.049092 138.312698 1542.853597
15.641411 1596.356913 139.312698 1665.601389
15.742873 1622.68485 140.312698 1526.829766
15.844484 1617.142004 141.312698 1503.769734
15.950551 1531.107508 142.312698 1671.099706
16.051858 1628.328381 143.312698 1537.963209
16.158711 1434.493568 144.312698 1559.058141
16.260543 1623.065441 145.312698 1641.117081
16.362219 1594.075641 146.312698 1629.973745
16.462734 1521.764647 147.312698 1545.572851
16.564587 1619.586503 148.312698 1681.750932
16.672382 1524.383583 149.312698 1492.477023
16.781885 1610.182314 150.312698 1650.639678
16.891721 1608.212972 151.312698 1662.242383
16.997729 1648.172505 152.312698 1533.172019
17.097875 1644.008953 153.312698 1582.372507
17.209346 1471.224297 154.312698 1591.173083
17.310175 1632.872387 155.312698 1678.262662
17.414943 1559.24896 156.312698 1555.012508
17.51511 1640.469422 157.312698 1669.596831
17.62084 1186.414858 158.312698 1538.176741
17.726472 1092.089542 159.312698 1530.699011
17.838478 1351.362922 160.312698 1660.40617
17.946311 1169.208855 161.312698 1639.345043
18.046986 1255.532463 162.312698 1660.396212
18.152754 953.029263 163.312698 1546.160127
18.252821 764.285368 164.312698 1457.075554
18.353394 1014.991175 165.312698 1649.557094
18.457957 1478.150514 166.312698 1532.179165
18.55861 1516.495344 167.312698 1668.737165
18.660118 1609.323452 168.312698 1502.510981
18.76217 1610.159527 169.312698 1543.911353
18.862437 1522.338386 170.312698 1581.757054
18.968082 1463.012367 171.312698 1635.68323
19.077708 1504.75874 172.312698 1623.72543
19.182519 1670.042323 173.312698 1549.159847
19.282527 1639.872024 174.312698 1567.399027
19.383244 1512.357381 175.312698 1475.467834
19.487205 1571.354984 176.312698 1579.012808
19.592158 1661.708712 177.312698 1534.560039
19.702495 1598.010173 178.312698 1584.091067
19.804767 1609.822562 179.312698 1663.432265
19.906068 1612.624576 180.312698 1312.597315
20.017727 1389.941445 181.312698 860.669732
20.118349 1636.215036 182.312698 788.567934
20.231788 891.410721 183.312698 780.064992
20.334331 748.953016 184.312698 776.891389
20.436014 755.287796 185.312698 770.962904
20.547661 792.495228 186.312698 829.218194
20.655196 816.851232 187.312698 712.781648
20.765195 801.462706 188.312698 862.031504
20.865998 658.712436 189.312698 775.618473
20.97679 795.722831 190.312698 780.997952
21.084344 813.728348 191.312698 779.717763
21.185777 757.152727 192.312698 830.135804
21.29947 781.053197 193.312698 780.163319
21.400464 757.267903 194.312698 655.976558
21.503867 843.307312 195.312698 793.480516
21.613886 801.317003 196.312698 760.865381
21.727338 782.709868 197.312698 828.136456
21.830497 744.479799 198.312698 762.917582
21.939898 802.91858 199.312698 778.986163
22.045886 825.751366 200.312698 828.91025
22.157633 791.790571 201.312698 707.469695
22.269618 790.102713 202.312698 817.087469
22.369905 762.613435 203.312698 769.611002
22.483577 781.19501 204.312698 809.471382
22.595527 697.452725 205.312698 809.50804
22.701634 824.827449 206.312698 794.497092
22.801839 763.236891 207.312698 768.373186
22.909592 815.198023 208.312698 816.061724
23.009977 761.868323 209.312698 770.213398
23.121384 794.202466 210.312698 770.638819
23.233511 789.107175 211.312698 815.602579
23.336311 747.077642 212.312698 824.09609
23.43967 746.140419 213.312698 796.285694
23.551655 790.102713 214.312698 829.049416
23.661774 800.589327 215.312698 819.605063
23.77378 789.961623 216.312698 773.07317
23.875931 751.825526 217.312698 809.757281
23.985731 802.917893 218.312698 806.298276
24.093864 812.328453 219.312698 748.79968
24.199133 831.399228 220.312698 810.306638
24.308994 802.465353 221.312698 823.082288
24.419074 800.870929 222.312698 750.283616
24.526749 815.789161 223.312698 762.17399
24.627323 760.435095 224.312698 758.107905
24.736963 804.084927 225.312698 819.61465
24.84861 792.499764 226.312698 842.011352
24.955904 815.700216 227.312698 2.992863
25.065604 803.645136 228.312698 3.992863
